text,label
they are so dumb,1
I think you improved a lot,0
they is absolutely annoying,1
Everyone agrees that girl are talented,0
this guy seem really kind today,0
I think she made it better,0
that girl are so stupid,1
he seem really brilliant today,0
I think this guy did a great job,0
I hate how that girl ruins everything,1
she are so dumb,1
I think she made it better,0
that girl are so annoying,1
I hate how she cannot do anything right,1
he is absolutely pathetic,1
you is absolutely useless,1
Everyone agrees that girl are amazing,0
he are so worthless,1
"Honestly, he should just quit",1
"Honestly, you is the worst",1
Nobody likes how they is a total failure,1
I think she is doing well,0
Nobody likes how they ruins everything,1
I hate how she ruins everything,1
Nobody likes how they ruins everything,1
Nobody likes how she is the worst,1
"Honestly, that girl did a great job",0
he is absolutely pathetic,1
I think he handled it nicely,0
I think he did a great job,0
Everyone agrees this guy are helpful,0
this guy are very smart,0
"Honestly, they is doing well",0
you are very helpful,0
she are so worthless,1
Everyone agrees you are kind,0
I think you did a great job,0
I think she is doing well,0
they are so pathetic,1
I hate how that girl should just quit,1
Nobody likes how this guy is the worst,1
Everyone agrees you are brilliant,0
I hate how you is the worst,1
they are so worthless,1
he is absolutely dumb,1
that girl is absolutely dumb,1
Nobody likes how she cannot do anything right,1
"Honestly, she improved a lot",0
that girl is absolutely pathetic,1
this guy are so useless,1
they seem really helpful today,0
"Honestly, this guy is a total failure",1
they are so annoying,1
he are very kind,0
I hate how that girl is the worst,1
that girl are so dumb,1
I think you is doing well,0
"Honestly, they explained clearly",0
"Honestly, you improved a lot",0
Everyone agrees you are helpful,0
I hate how this guy makes everything bad,1
I hate how this guy should just quit,1
she seem really kind today,0
they is absolutely annoying,1
that girl is absolutely pathetic,1
I think that girl did a great job,0
Everyone agrees she are helpful,0
I hate how she should just quit,1
he seem really helpful today,0
he seem really amazing today,0
this guy seem really talented today,0
you are very smart,0
I think they made it better,0
he seem really helpful today,0
I hate how they makes everything bad,1
I hate how this guy should just quit,1
I think he made it better,0
I think she explained clearly,0
I think they made it better,0
Everyone agrees he are kind,0
he are so annoying,1
Everyone agrees they are smart,0
I think he explained clearly,0
they are so stupid,1
"Honestly, you made it better",0
you are very smart,0
you are very amazing,0
that girl are very brilliant,0
that girl are so pathetic,1
Nobody likes how they should just quit,1
she is absolutely dumb,1
"Honestly, she improved a lot",0
I think she made it better,0
he are so worthless,1
that girl are so worthless,1
they is absolutely stupid,1
he are so dumb,1
Nobody likes how that girl is the worst,1
she are very helpful,0
they is absolutely dumb,1
he is absolutely worthless,1
they are so dumb,1
"Honestly, you makes everything bad",1
I hate how she makes everything bad,1
Nobody likes how they cannot do anything right,1
"Honestly, she is the worst",1
I think he improved a lot,0
I hate how they cannot do anything right,1
I hate how you should just quit,1
that girl are very brilliant,0
"Honestly, this guy is the worst",1
Nobody likes how she cannot do anything right,1
she is absolutely worthless,1
I think you did a great job,0
I think this guy made it better,0
I hate how you cannot do anything right,1
this guy is absolutely pathetic,1
"Honestly, she is a total failure",1
"Honestly, he made it better",0
Everyone agrees you are talented,0
Everyone agrees she are smart,0
Nobody likes how he cannot do anything right,1
I hate how he cannot do anything right,1
"Honestly, you cannot do anything right",1
this guy are so annoying,1
Everyone agrees that girl are helpful,0
that girl seem really helpful today,0
she are so worthless,1
he is absolutely annoying,1
Nobody likes how this guy ruins everything,1
"Honestly, that girl made it better",0
"Honestly, that girl explained clearly",0
I think that girl explained clearly,0
"Honestly, you is doing well",0
Nobody likes how they makes everything bad,1
"Honestly, this guy makes everything bad",1
I hate how they is a total failure,1
I think this guy handled it nicely,0
you is absolutely dumb,1
Nobody likes how that girl is a total failure,1
you seem really brilliant today,0
Nobody likes how you should just quit,1
I hate how you is a total failure,1
"Honestly, he handled it nicely",0
I hate how they is the worst,1
"Honestly, this guy explained clearly",0
you are very brilliant,0
this guy seem really amazing today,0
she seem really helpful today,0
that girl is absolutely stupid,1
that girl are so pathetic,1
this guy are so useless,1
she are so useless,1
this guy is absolutely annoying,1
I think that girl is doing well,0
Nobody likes how you should just quit,1
you are very amazing,0
you are very brilliant,0
that girl is absolutely dumb,1
"Honestly, that girl is doing well",0
Nobody likes how you makes everything bad,1
you seem really kind today,0
I hate how she makes everything bad,1
Everyone agrees they are helpful,0
Everyone agrees you are amazing,0
he seem really brilliant today,0
"Honestly, this guy cannot do anything right",1
this guy are so pathetic,1
Nobody likes how he makes everything bad,1
I think he handled it nicely,0
I hate how she is the worst,1
he is absolutely useless,1
Nobody likes how that girl is a total failure,1
"Honestly, she ruins everything",1
I hate how they is a total failure,1
he are so annoying,1
I hate how they is the worst,1
they seem really talented today,0
she are very amazing,0
I hate how she is a total failure,1
"Honestly, you cannot do anything right",1
that girl are very kind,0
this guy is absolutely stupid,1
Everyone agrees you are amazing,0
she are so pathetic,1
they seem really smart today,0
he seem really kind today,0
I hate how this guy is a total failure,1
"Honestly, that girl made it better",0
she are so useless,1
they seem really amazing today,0
you is absolutely annoying,1
they is absolutely stupid,1
"Honestly, that girl cannot do anything right",1
I hate how they cannot do anything right,1
you are so dumb,1
Everyone agrees she are helpful,0
they are so annoying,1
he seem really amazing today,0
"Honestly, she did a great job",0
they seem really brilliant today,0
Nobody likes how they should just quit,1
she are very brilliant,0
that girl is absolutely dumb,1
"Honestly, this guy did a great job",0
this guy seem really smart today,0
I think you explained clearly,0
"Honestly, she handled it nicely",0
"Honestly, they makes everything bad",1
that girl is absolutely dumb,1
I hate how this guy cannot do anything right,1
"Honestly, that girl should just quit",1
I hate how they should just quit,1
Everyone agrees you are amazing,0
this guy are very smart,0
that girl seem really amazing today,0
Everyone agrees they are talented,0
I think he explained clearly,0
"Honestly, you explained clearly",0
"Honestly, they is the worst",1
I hate how they is the worst,1
that girl is absolutely pathetic,1
you is absolutely pathetic,1
she is absolutely dumb,1
I think they improved a lot,0
she seem really smart today,0
this guy is absolutely stupid,1
"Honestly, they is the worst",1
she are so stupid,1
this guy are so useless,1
this guy are very brilliant,0
"Honestly, you is the worst",1
this guy are so annoying,1
I think this guy is doing well,0
Nobody likes how she cannot do anything right,1
Everyone agrees this guy are amazing,0
this guy is absolutely useless,1
Nobody likes how that girl cannot do anything right,1
Everyone agrees they are brilliant,0
"Honestly, that girl handled it nicely",0
Everyone agrees he are kind,0
I think you did a great job,0
she are so pathetic,1
Everyone agrees he are talented,0
"Honestly, this guy cannot do anything right",1
Nobody likes how they cannot do anything right,1
Everyone agrees she are talented,0
Everyone agrees he are brilliant,0
she are very helpful,0
I think this guy made it better,0
I hate how you should just quit,1
she are very smart,0
"Honestly, they explained clearly",0
that girl are very talented,0
"Honestly, that girl makes everything bad",1
I hate how they cannot do anything right,1
that girl are very brilliant,0
this guy is absolutely dumb,1
Nobody likes how they is the worst,1
"Honestly, you is the worst",1
I think she is doing well,0
Nobody likes how this guy cannot do anything right,1
he are so worthless,1
they is absolutely worthless,1
he is absolutely worthless,1
that girl are very helpful,0
Nobody likes how that girl should just quit,1
"Honestly, this guy cannot do anything right",1
he is absolutely stupid,1
that girl is absolutely useless,1
I think he handled it nicely,0
he are so useless,1
they seem really helpful today,0
they seem really amazing today,0
they are very amazing,0
she are very talented,0
they are so worthless,1
"Honestly, she explained clearly",0
she are very smart,0
they are so dumb,1
I hate how she ruins everything,1
Nobody likes how this guy ruins everything,1
"Honestly, that girl did a great job",0
"Honestly, this guy makes everything bad",1
"Honestly, he is doing well",0
this guy seem really talented today,0
I hate how she cannot do anything right,1
I think that girl improved a lot,0
"Honestly, he improved a lot",0
"Honestly, that girl is doing well",0
"Honestly, he is doing well",0
"Honestly, you made it better",0
I think she made it better,0
I think they improved a lot,0
you seem really amazing today,0
"Honestly, that girl improved a lot",0
I hate how this guy cannot do anything right,1
Everyone agrees you are amazing,0
I hate how this guy makes everything bad,1
"Honestly, you makes everything bad",1
this guy seem really amazing today,0
this guy seem really kind today,0
they are very kind,0
this guy is absolutely worthless,1
he is absolutely dumb,1
that girl is absolutely annoying,1
Everyone agrees she are talented,0
I think that girl handled it nicely,0
"Honestly, he ruins everything",1
"Honestly, he should just quit",1
I think that girl explained clearly,0
I think they handled it nicely,0
she are very helpful,0
this guy are very helpful,0
"Honestly, that girl is doing well",0
he seem really helpful today,0
that girl are very kind,0
Nobody likes how he is the worst,1
I hate how he is a total failure,1
you are so worthless,1
I hate how she should just quit,1
I think they is doing well,0
I think he did a great job,0
she are very talented,0
I think he is doing well,0
that girl seem really talented today,0
I hate how she should just quit,1
I think they handled it nicely,0
she seem really helpful today,0
I think they is doing well,0
I think she did a great job,0
that girl is absolutely stupid,1
I think you handled it nicely,0
Everyone agrees that girl are amazing,0
Everyone agrees she are amazing,0
you are very kind,0
Nobody likes how you is a total failure,1
you are very amazing,0
this guy are very amazing,0
Everyone agrees he are helpful,0
they are very amazing,0
I think she made it better,0
this guy are very talented,0
"Honestly, he makes everything bad",1
Everyone agrees she are talented,0
you are so worthless,1
Everyone agrees they are helpful,0
that girl are very helpful,0
she are very brilliant,0
they are so pathetic,1
I think she handled it nicely,0
you is absolutely dumb,1
I hate how she should just quit,1
I think he explained clearly,0
Nobody likes how they cannot do anything right,1
you are very talented,0
Nobody likes how you makes everything bad,1
"Honestly, they explained clearly",0
I hate how he ruins everything,1
Nobody likes how he ruins everything,1
Nobody likes how this guy makes everything bad,1
Nobody likes how that girl ruins everything,1
I hate how this guy ruins everything,1
you is absolutely stupid,1
that girl seem really talented today,0
I hate how she ruins everything,1
Everyone agrees this guy are helpful,0
I think they handled it nicely,0
"Honestly, this guy is the worst",1
"Honestly, this guy cannot do anything right",1
"Honestly, you cannot do anything right",1
I think that girl improved a lot,0
she are very helpful,0
Nobody likes how that girl is a total failure,1
he seem really helpful today,0
"Honestly, she is the worst",1
I hate how you ruins everything,1
he are so pathetic,1
I hate how he is a total failure,1
Everyone agrees this guy are helpful,0
I hate how that girl makes everything bad,1
"Honestly, that girl handled it nicely",0
"Honestly, they is doing well",0
I hate how he makes everything bad,1
they is absolutely useless,1
Nobody likes how they makes everything bad,1
that girl are so stupid,1
"Honestly, they is the worst",1
I think you explained clearly,0
"Honestly, that girl did a great job",0
you are so annoying,1
"Honestly, this guy handled it nicely",0
that girl are so pathetic,1
"Honestly, she made it better",0
she seem really talented today,0
they are very smart,0
"Honestly, that girl handled it nicely",0
they are very talented,0
they seem really brilliant today,0
this guy are so worthless,1
I hate how they ruins everything,1
I hate how this guy is a total failure,1
he seem really talented today,0
I hate how you should just quit,1
Everyone agrees you are amazing,0
they are so pathetic,1
you seem really amazing today,0
"Honestly, you did a great job",0
I think they handled it nicely,0
"Honestly, they handled it nicely",0
Nobody likes how you is the worst,1
Everyone agrees she are helpful,0
he are so worthless,1
you are so dumb,1
"Honestly, she makes everything bad",1
Everyone agrees that girl are helpful,0
I think that girl did a great job,0
Everyone agrees they are amazing,0
that girl are so useless,1
I hate how he makes everything bad,1
"Honestly, this guy made it better",0
you seem really kind today,0
this guy is absolutely worthless,1
you are very helpful,0
I think you improved a lot,0
I hate how they should just quit,1
they is absolutely useless,1
they are very brilliant,0
she is absolutely pathetic,1
they is absolutely useless,1
"Honestly, you handled it nicely",0
Everyone agrees he are brilliant,0
you is absolutely worthless,1
I think that girl improved a lot,0
they are very brilliant,0
this guy are very kind,0
Everyone agrees you are helpful,0
I think this guy explained clearly,0
you are so useless,1
this guy seem really smart today,0
this guy are so annoying,1
I think this guy made it better,0
Nobody likes how they ruins everything,1
you are very smart,0
he are very kind,0
this guy seem really kind today,0
you seem really amazing today,0
she seem really kind today,0
I hate how that girl cannot do anything right,1
you are very kind,0
"Honestly, she is the worst",1
they is absolutely pathetic,1
this guy seem really kind today,0
that girl seem really smart today,0
I think this guy is doing well,0
I hate how this guy ruins everything,1
you seem really kind today,0
that girl seem really amazing today,0
"Honestly, this guy handled it nicely",0
you seem really smart today,0
"Honestly, he should just quit",1
Everyone agrees that girl are smart,0
I think this guy did a great job,0
that girl are so worthless,1
Nobody likes how they cannot do anything right,1
that girl is absolutely annoying,1
this guy are so useless,1
I think that girl made it better,0
Nobody likes how this guy cannot do anything right,1
I think you handled it nicely,0
Nobody likes how he is the worst,1
I think you did a great job,0
they is absolutely dumb,1
I think that girl improved a lot,0
I hate how this guy cannot do anything right,1
they seem really amazing today,0
this guy seem really talented today,0
this guy is absolutely worthless,1
this guy is absolutely stupid,1
Everyone agrees you are amazing,0
I hate how this guy is the worst,1
I think this guy improved a lot,0
Everyone agrees that girl are talented,0
"Honestly, that girl is a total failure",1
he seem really helpful today,0
Nobody likes how you ruins everything,1
Everyone agrees he are brilliant,0
they is absolutely pathetic,1
"Honestly, she explained clearly",0
you are very kind,0
Nobody likes how they is a total failure,1
I think she is doing well,0
Everyone agrees he are talented,0
that girl are so stupid,1
you seem really kind today,0
Everyone agrees he are smart,0
this guy are very smart,0
I hate how he cannot do anything right,1
they seem really brilliant today,0
I think she explained clearly,0
"Honestly, you ruins everything",1
Nobody likes how they ruins everything,1
"Honestly, you made it better",0
"Honestly, they handled it nicely",0
this guy are so useless,1
I hate how this guy cannot do anything right,1
he are very kind,0
that girl are so useless,1
you is absolutely annoying,1
"Honestly, they makes everything bad",1
Everyone agrees you are amazing,0
she seem really helpful today,0
"Honestly, he handled it nicely",0
this guy seem really smart today,0
she seem really smart today,0
I hate how this guy makes everything bad,1
she seem really smart today,0
Everyone agrees this guy are smart,0
he are very smart,0
"Honestly, she cannot do anything right",1
Everyone agrees they are helpful,0
I hate how she cannot do anything right,1
"Honestly, she explained clearly",0
Everyone agrees she are smart,0
you are so pathetic,1
Nobody likes how this guy is the worst,1
"Honestly, she did a great job",0
I think they is doing well,0
Everyone agrees this guy are amazing,0
"Honestly, you explained clearly",0
I think he is doing well,0
you seem really helpful today,0
"Honestly, she is the worst",1
this guy are very helpful,0
Everyone agrees that girl are talented,0
Nobody likes how you is the worst,1
they are very smart,0
"Honestly, that girl cannot do anything right",1
they are very talented,0
Everyone agrees this guy are helpful,0
I hate how this guy should just quit,1
Nobody likes how she is a total failure,1
I think he did a great job,0
"Honestly, you made it better",0
"Honestly, you cannot do anything right",1
"Honestly, that girl ruins everything",1
this guy are so worthless,1
I think you improved a lot,0
this guy is absolutely pathetic,1
that girl are very smart,0
I think he is doing well,0
I hate how that girl ruins everything,1
"Honestly, that girl made it better",0
this guy are so worthless,1
"Honestly, this guy did a great job",0
this guy is absolutely stupid,1
"Honestly, she is the worst",1
I hate how they ruins everything,1
Everyone agrees you are helpful,0
Nobody likes how this guy is a total failure,1
she seem really brilliant today,0
I hate how this guy makes everything bad,1
Everyone agrees they are smart,0
Nobody likes how this guy makes everything bad,1
"Honestly, you explained clearly",0
I think she made it better,0
"Honestly, that girl is the worst",1
he is absolutely dumb,1
"Honestly, this guy made it better",0
Nobody likes how he ruins everything,1
I hate how he is the worst,1
I think they improved a lot,0
that girl are very smart,0
Everyone agrees that girl are amazing,0
"Honestly, they is doing well",0
I think they is doing well,0
that girl seem really brilliant today,0
Everyone agrees that girl are smart,0
I hate how they ruins everything,1
"Honestly, they ruins everything",1
Nobody likes how she should just quit,1
that girl are very brilliant,0
I think they explained clearly,0
I hate how this guy ruins everything,1
Nobody likes how you ruins everything,1
"Honestly, you explained clearly",0
Everyone agrees he are smart,0
Nobody likes how that girl cannot do anything right,1
she seem really kind today,0
you seem really kind today,0
you is absolutely useless,1
this guy seem really talented today,0
Nobody likes how this guy makes everything bad,1
Nobody likes how she cannot do anything right,1
that girl seem really amazing today,0
I hate how she cannot do anything right,1
this guy is absolutely annoying,1
Nobody likes how she ruins everything,1
Everyone agrees that girl are talented,0
"Honestly, she improved a lot",0
you is absolutely pathetic,1
"Honestly, that girl is doing well",0
you seem really helpful today,0
I hate how you ruins everything,1
I hate how that girl is a total failure,1
he is absolutely pathetic,1
they is absolutely worthless,1
"Honestly, that girl handled it nicely",0
Everyone agrees you are amazing,0
you is absolutely worthless,1
Everyone agrees that girl are kind,0
"Honestly, this guy ruins everything",1
that girl are very kind,0
I hate how they ruins everything,1
"Honestly, she ruins everything",1
this guy is absolutely pathetic,1
he are so dumb,1
I think they made it better,0
Everyone agrees that girl are talented,0
Everyone agrees you are amazing,0
she is absolutely worthless,1
"Honestly, you explained clearly",0
you are so worthless,1
I think they handled it nicely,0
you is absolutely useless,1
she is absolutely stupid,1
I hate how this guy makes everything bad,1
Nobody likes how this guy is the worst,1
Nobody likes how that girl should just quit,1
that girl are very helpful,0
"Honestly, he should just quit",1
Everyone agrees this guy are brilliant,0
Nobody likes how he makes everything bad,1
Nobody likes how he cannot do anything right,1
Nobody likes how you should just quit,1
"Honestly, you improved a lot",0
Everyone agrees this guy are talented,0
I hate how this guy should just quit,1
Everyone agrees he are kind,0
I think they is doing well,0
Nobody likes how you should just quit,1
that girl is absolutely stupid,1
you are very smart,0
I think he made it better,0
Nobody likes how that girl makes everything bad,1
they seem really kind today,0
that girl are so annoying,1
that girl is absolutely annoying,1
I hate how this guy ruins everything,1
that girl are very brilliant,0
that girl are very amazing,0
this guy are very smart,0
she is absolutely worthless,1
"Honestly, they made it better",0
Nobody likes how she is a total failure,1
she is absolutely annoying,1
Everyone agrees you are kind,0
"Honestly, this guy handled it nicely",0
Everyone agrees that girl are talented,0
they are very kind,0
"Honestly, that girl is a total failure",1
I hate how this guy is the worst,1
she seem really talented today,0
I hate how she should just quit,1
Nobody likes how you makes everything bad,1
you are very kind,0
"Honestly, this guy explained clearly",0
"Honestly, this guy should just quit",1
I hate how they is the worst,1
Everyone agrees that girl are kind,0
she seem really helpful today,0
he seem really amazing today,0
Everyone agrees they are helpful,0
Nobody likes how he makes everything bad,1
I think they explained clearly,0
I hate how that girl is a total failure,1
she is absolutely dumb,1
he are so annoying,1
you are so stupid,1
I hate how he cannot do anything right,1
she are so worthless,1
she is absolutely dumb,1
they seem really helpful today,0
Everyone agrees he are talented,0
Nobody likes how he is the worst,1
Everyone agrees you are helpful,0
you are so annoying,1
"Honestly, he is a total failure",1
Everyone agrees he are brilliant,0
they are so annoying,1
this guy seem really talented today,0
they are very talented,0
I think this guy is doing well,0
Nobody likes how that girl is the worst,1
"Honestly, this guy is doing well",0
they is absolutely stupid,1
you are very talented,0
I hate how she is the worst,1
she are very helpful,0
I hate how they is the worst,1
you seem really helpful today,0
"Honestly, you should just quit",1
Nobody likes how this guy is a total failure,1
Everyone agrees that girl are helpful,0
"Honestly, she handled it nicely",0
I hate how this guy makes everything bad,1
I think you handled it nicely,0
I think he handled it nicely,0
they are very kind,0
that girl are so useless,1
I think they is doing well,0
they are very brilliant,0
"Honestly, this guy ruins everything",1
I think he made it better,0
he is absolutely annoying,1
Nobody likes how they ruins everything,1
she are very helpful,0
Everyone agrees you are amazing,0
Nobody likes how that girl cannot do anything right,1
I think that girl handled it nicely,0
Nobody likes how that girl makes everything bad,1
"Honestly, he ruins everything",1
Nobody likes how you is the worst,1
he are very smart,0
I think he did a great job,0
she are so stupid,1
he seem really amazing today,0
I think they handled it nicely,0
I think she did a great job,0
this guy seem really kind today,0
they is absolutely useless,1
I hate how he should just quit,1
she is absolutely pathetic,1
Nobody likes how he is the worst,1
I think this guy is doing well,0
"Honestly, he made it better",0
he are very helpful,0
you is absolutely stupid,1
she seem really kind today,0
they is absolutely stupid,1
I think you explained clearly,0
she seem really amazing today,0
Everyone agrees they are helpful,0
I think that girl improved a lot,0
"Honestly, that girl handled it nicely",0
"Honestly, this guy handled it nicely",0
they are very brilliant,0
Nobody likes how they is a total failure,1
I think they made it better,0
I think you improved a lot,0
"Honestly, you handled it nicely",0
they are so stupid,1
I hate how you is the worst,1
he is absolutely worthless,1
she is absolutely useless,1
Nobody likes how you is the worst,1
this guy are very brilliant,0
Everyone agrees he are brilliant,0
this guy seem really kind today,0
"Honestly, she improved a lot",0
"Honestly, that girl handled it nicely",0
"Honestly, that girl is doing well",0
that girl seem really brilliant today,0
"Honestly, she did a great job",0
"Honestly, she improved a lot",0
she seem really talented today,0
he are so stupid,1
"Honestly, this guy is the worst",1
"Honestly, you is the worst",1
they are so annoying,1
I think she improved a lot,0
he seem really smart today,0
"Honestly, you ruins everything",1
I think that girl is doing well,0
Everyone agrees you are amazing,0
"Honestly, she made it better",0
I think that girl handled it nicely,0
that girl are very talented,0
she is absolutely annoying,1
I hate how that girl ruins everything,1
this guy are so pathetic,1
"Honestly, you is a total failure",1
that girl are so stupid,1
I think you did a great job,0
I hate how he ruins everything,1
I hate how he cannot do anything right,1
Everyone agrees that girl are talented,0
"Honestly, this guy cannot do anything right",1
Everyone agrees he are helpful,0
they is absolutely annoying,1
that girl are very talented,0
I hate how he should just quit,1
this guy seem really smart today,0
I think she handled it nicely,0
I think they improved a lot,0
I hate how he cannot do anything right,1
I hate how he ruins everything,1
I think this guy is doing well,0
that girl is absolutely worthless,1
I think this guy improved a lot,0
this guy seem really brilliant today,0
this guy are very amazing,0
"Honestly, this guy is the worst",1
they are very helpful,0
Everyone agrees that girl are kind,0
Nobody likes how this guy should just quit,1
I think that girl improved a lot,0
I think you explained clearly,0
you is absolutely annoying,1
"Honestly, this guy handled it nicely",0
"Honestly, she makes everything bad",1
I think you did a great job,0
"Honestly, this guy should just quit",1
you seem really amazing today,0
"Honestly, this guy is the worst",1
you are very smart,0
I think this guy improved a lot,0
that girl is absolutely dumb,1
she are very kind,0
I hate how they is the worst,1
Everyone agrees he are smart,0
he is absolutely worthless,1
Everyone agrees they are helpful,0
Everyone agrees he are smart,0
Everyone agrees this guy are brilliant,0
they seem really kind today,0
"Honestly, this guy made it better",0
this guy are very brilliant,0
Everyone agrees you are amazing,0
"Honestly, he improved a lot",0
Nobody likes how you is a total failure,1
"Honestly, she is doing well",0
you seem really amazing today,0
Everyone agrees that girl are amazing,0
she is absolutely pathetic,1
they are very helpful,0
Everyone agrees they are kind,0
Everyone agrees this guy are amazing,0
"Honestly, they improved a lot",0
Everyone agrees this guy are amazing,0
"Honestly, she ruins everything",1
I hate how she should just quit,1
I think that girl is doing well,0
"Honestly, he is a total failure",1
you are so worthless,1
Everyone agrees he are brilliant,0
Everyone agrees they are helpful,0
you is absolutely dumb,1
that girl is absolutely worthless,1
"Honestly, she is a total failure",1
you is absolutely dumb,1
"Honestly, this guy is the worst",1
that girl seem really kind today,0
he are very kind,0
"Honestly, that girl cannot do anything right",1
that girl are so annoying,1
I think they is doing well,0
he are so useless,1
Nobody likes how you is a total failure,1
Everyone agrees that girl are kind,0
I hate how this guy ruins everything,1
they are very brilliant,0
"Honestly, this guy cannot do anything right",1
they seem really brilliant today,0
I hate how that girl should just quit,1
Nobody likes how this guy should just quit,1
I hate how she ruins everything,1
Nobody likes how that girl is the worst,1
I think this guy explained clearly,0
Nobody likes how she is a total failure,1
I hate how this guy is the worst,1
this guy is absolutely pathetic,1
I think they made it better,0
I hate how you is a total failure,1
she are so annoying,1
that girl seem really talented today,0
he are so worthless,1
he seem really brilliant today,0
Everyone agrees that girl are smart,0
Everyone agrees that girl are helpful,0
"Honestly, that girl handled it nicely",0
he seem really helpful today,0
that girl is absolutely useless,1
he is absolutely pathetic,1
Everyone agrees they are amazing,0
"Honestly, you improved a lot",0
Everyone agrees she are kind,0
this guy seem really smart today,0
she is absolutely stupid,1
"Honestly, she is the worst",1
"Honestly, you handled it nicely",0
Everyone agrees he are smart,0
that girl are so pathetic,1
Nobody likes how he is the worst,1
you is absolutely stupid,1
he are so dumb,1
"Honestly, they handled it nicely",0
she are very kind,0
I hate how this guy is a total failure,1
Everyone agrees he are smart,0
I hate how he is a total failure,1
he are very brilliant,0
I hate how this guy ruins everything,1
you are very smart,0
I think you handled it nicely,0
that girl are so annoying,1
I think you made it better,0
"Honestly, this guy handled it nicely",0
she seem really smart today,0
I hate how that girl should just quit,1
she is absolutely stupid,1
this guy seem really helpful today,0
Nobody likes how you cannot do anything right,1
I think she made it better,0
Everyone agrees this guy are smart,0
"Honestly, he should just quit",1
I think that girl explained clearly,0
she are very smart,0
he seem really talented today,0
Everyone agrees that girl are amazing,0
Nobody likes how that girl cannot do anything right,1
"Honestly, you improved a lot",0
you are so dumb,1
they is absolutely worthless,1
this guy are so annoying,1
that girl seem really smart today,0
I hate how he should just quit,1
they seem really talented today,0
"Honestly, you should just quit",1
I think he improved a lot,0
I think you explained clearly,0
"Honestly, that girl explained clearly",0
I think she explained clearly,0
that girl seem really talented today,0
I think they is doing well,0
I think they explained clearly,0
he are very smart,0
Everyone agrees you are amazing,0
"Honestly, she ruins everything",1
this guy is absolutely stupid,1
Nobody likes how you ruins everything,1
I hate how this guy makes everything bad,1
I think this guy explained clearly,0
"Honestly, you cannot do anything right",1
"Honestly, she makes everything bad",1
they are very talented,0
Nobody likes how he ruins everything,1
Nobody likes how that girl is the worst,1
you is absolutely annoying,1
Everyone agrees she are smart,0
Nobody likes how they ruins everything,1
I think this guy explained clearly,0
Everyone agrees that girl are helpful,0
Everyone agrees she are brilliant,0
I think he handled it nicely,0
she are so dumb,1
Nobody likes how they cannot do anything right,1
they are very amazing,0
that girl are so useless,1
Nobody likes how this guy is the worst,1
Nobody likes how you is a total failure,1
Nobody likes how she ruins everything,1
I think that girl improved a lot,0
they seem really amazing today,0
this guy is absolutely annoying,1
Everyone agrees that girl are helpful,0
that girl is absolutely worthless,1
I hate how you makes everything bad,1
"Honestly, that girl explained clearly",0
they are very helpful,0
Everyone agrees he are talented,0
"Honestly, he made it better",0
you are very brilliant,0
I think that girl handled it nicely,0
Everyone agrees he are brilliant,0
"Honestly, she made it better",0
I think they is doing well,0
that girl seem really brilliant today,0
I hate how this guy is a total failure,1
I hate how they is the worst,1
"Honestly, that girl made it better",0
Nobody likes how she is the worst,1
this guy are so stupid,1
she are so pathetic,1
"Honestly, he is the worst",1
they is absolutely stupid,1
Everyone agrees you are amazing,0
I think they handled it nicely,0
Everyone agrees that girl are smart,0
that girl are very smart,0
I think he improved a lot,0
I hate how they cannot do anything right,1
that girl seem really kind today,0
Nobody likes how that girl is the worst,1
I think that girl handled it nicely,0
she are very smart,0
she are very helpful,0
"Honestly, they is the worst",1
he are so dumb,1
Everyone agrees this guy are helpful,0
this guy are so dumb,1
"Honestly, he makes everything bad",1
he is absolutely pathetic,1
he seem really brilliant today,0
you are very brilliant,0
you are very talented,0
I think this guy made it better,0
"Honestly, they handled it nicely",0
"Honestly, you improved a lot",0
Everyone agrees she are amazing,0
she seem really amazing today,0
I hate how she should just quit,1
he is absolutely worthless,1
I hate how they cannot do anything right,1
this guy is absolutely stupid,1
"Honestly, that girl is a total failure",1
you are very talented,0
this guy are very talented,0
you are so useless,1
he seem really brilliant today,0
they are so stupid,1
she are so worthless,1
they is absolutely pathetic,1
"Honestly, he is doing well",0
he is absolutely useless,1
Nobody likes how this guy makes everything bad,1
I hate how that girl ruins everything,1
Nobody likes how she is the worst,1
"Honestly, she did a great job",0
this guy are so annoying,1
"Honestly, she is doing well",0
Nobody likes how this guy should just quit,1
I think you did a great job,0
"Honestly, you is doing well",0
you is absolutely useless,1
this guy seem really helpful today,0
he is absolutely useless,1
"Honestly, this guy handled it nicely",0
I hate how you ruins everything,1
Everyone agrees that girl are brilliant,0
they are so stupid,1
Everyone agrees they are kind,0
"Honestly, she did a great job",0
Nobody likes how she ruins everything,1
I hate how this guy is the worst,1
"Honestly, you improved a lot",0
"Honestly, this guy ruins everything",1
Nobody likes how he ruins everything,1
Everyone agrees he are helpful,0
she is absolutely annoying,1
you are very helpful,0
"Honestly, this guy makes everything bad",1
I hate how she should just quit,1
"Honestly, you explained clearly",0
that girl are very helpful,0
I think this guy made it better,0
I think he handled it nicely,0
Nobody likes how he is a total failure,1
you is absolutely annoying,1
that girl seem really kind today,0
Nobody likes how she cannot do anything right,1
Everyone agrees you are brilliant,0
"Honestly, she handled it nicely",0
they is absolutely worthless,1
he are very smart,0
that girl are very brilliant,0
this guy are so annoying,1
"Honestly, she handled it nicely",0
they are very helpful,0
